source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank
CD16+ NK cells,CD16+ NK cells,HMGB1,THBD,0.116031185,0.0,-0.025740566,0.11603274608748665,-13.140368,-0.062544405,,,
CD16+ NK cells,CD16+ NK cells,HP,ITGAM,0.2616346,0.0,-0.029822795,0.2616357612014682,-4.234172,-0.45206627,,,
CD16+ NK cells,CD16+ NK cells,ICAM1,ITGAM,0.32727638,0.0,0.045681525,0.32726505686617624,1.1956329,-0.121537864,1.0,,
CD16+ NK cells,CD16+ NK cells,ICAM1,ITGAX,0.1397228,0.0,0.01588712,0.1397052016071457,-0.034609318,0.004365465,1.0,,
CD16+ NK cells,CD16+ NK cells,ICAM2,ITGAM,0.36494392,0.0,0.089008495,0.3649433957561631,0.60616505,2.7498004,1.0,,
CD16+ NK cells,CD16+ NK cells,ICAM4,ITGAM,0.24821377,0.0,-0.045260042,0.24821680520308737,-4.5938473,0.10811653,,,
CD16+ NK cells,CD16+ NK cells,JAG1,CD46,0.0098790275,0.07,-5.5268996e-05,0.009875609561092423,-2.9631734,5.5126762e-05,,,
CD16+ NK cells,CD16+ NK cells,MELTF,PLG,0.007046988,0.06,-0.00010230584,0.007049347177172863,inf,-0.022519544,,,
CD16+ NK cells,CD16+ NK cells,PF4,THBD,-0.09066427,1.0,0.00814439,-0.09066697852807694,-15.163846,0.001480588,,,
CD16+ NK cells,CD16+ NK cells,PLG,F2R,0.27669942,0.0,0.01034642,0.27669072974784165,inf,0.21373062,1.0,,
CD16+ NK cells,CD16+ NK cells,PLG,F2RL1,-0.013712495,1.0,-0.0009067122,-0.013712487626009405,inf,0.11266952,,,
CD16+ NK cells,CD16+ NK cells,PLG,F3,-0.008696155,0.96,-0.00071233476,-0.008694612780461285,inf,-0.058460344,,,
CD16+ NK cells,CD16+ NK cells,PLG,ITGA9,0.0074490886,0.11,-8.67249e-05,0.007451586837852065,,0.0002767588,,,
CD16+ NK cells,CD16+ NK cells,PLG,ITGB1,0.08425141,0.0,0.0028892779,0.0842555091670376,inf,-0.5626866,1.0,,
CD16+ NK cells,CD16+ NK cells,PLG,PLGRKT,0.03583127,0.0,0.0010130523,0.03583445867424727,inf,0.020810056,1.0,,
CD16+ NK cells,CD16+ NK cells,PROC,THBD,-0.05787755,1.0,0.0027694462,-0.05787696903902444,-59.7367,0.0003642489,,,
CD16+ NK cells,CD16+ NK cells,PROS1,AXL,-0.024167374,1.0,0.00036002605,-0.024167145107600103,-3.9811,0.00010583816,,,
CD16+ NK cells,CD16+ NK cells,PROS1,MERTK,-0.044368926,1.0,0.0019412098,-0.044370378023234715,-26.055536,0.0022323336,,,
CD16+ NK cells,CD16+ NK cells,RPS19,C5AR1,-0.23045926,1.0,0.052991465,-0.2304597889188975,-1.8981833,-0.006515806,,,
CD16+ NK cells,CD16+ NK cells,SERPING1,LRP1,-0.14033729,1.0,0.017582988,-0.1403363346291542,-10.160136,-0.0057240864,,,
CD16+ NK cells,CD16+ NK cells,SERPING1,SELP,-0.07651674,1.0,0.0055355197,-0.07652638204131713,-17.103989,0.0005587007,,,
CD16+ NK cells,CD16+ NK cells,SPON2,ITGAM,1.0617316,0.0,0.8904868,1.0617323508785543,2.4067438,1.2798381,1.0,,
CD16+ NK cells,CD16+ NK cells,VTN,ITGA5,0.06907336,0.0,0.00072804495,0.0690689553470496,-inf,0.01648247,1.0,,
CD16+ NK cells,CD16+ NK cells,VTN,ITGA8,-0.0024434822,0.6,-5.6939545e-05,-0.002443141857036153,-inf,0.0006012952,,,
CD16+ NK cells,CD16+ NK cells,VTN,ITGAV,0.03883403,0.0,0.00039613148,0.03883442936727374,-inf,0.12365409,1.0,,
CD16+ NK cells,CD16+ NK cells,VTN,ITGB3,-0.030155735,1.0,-0.00036111532,-0.030157311274400356,-inf,0.0037587264,,,
CD16+ NK cells,CD16+ NK cells,VTN,ITGB6,-0.0038742847,0.67,-7.264435e-05,-0.0038736777581903164,-inf,-0.014043227,,,
CD16+ NK cells,CD16+ NK cells,VTN,ITGB8,-0.004852159,0.74,-8.337771e-05,-0.0048526916266909675,-inf,0.0005696714,,,
CD16+ NK cells,CD16+ NK cells,VTN,PLAUR,-0.13413523,1.0,-0.001502417,-0.1341360820636512,-inf,0.07308648,,,
CD16+ NK cells,CD16+ NK cells,VTN,PVR,0.0014454153,0.36,-1.4254153e-05,0.0014457327662282654,-inf,-0.0018613143,,,
CD16+ NK cells,Classical monocytes,ADGRE5,CD55,0.2237401,0.0,0.00012337939,0.2237465275171958,0.48850983,8.14152e-05,1.0,,
CD16+ NK cells,Classical monocytes,C1QA,CD33,0.5320984,0.0,-0.075454354,0.5321080382579588,-3.3407986,-0.03302164,,,
CD16+ NK cells,Classical monocytes,C1QA,CD93,0.52957803,0.0,-0.075118035,0.5295529066282716,-3.0624945,0.07043776,,,
CD16+ NK cells,Classical monocytes,C1QA,CSPG4,-0.027243236,1.0,-0.00081619335,-0.027240861304179957,,-0.0017702633,,,
CD16+ NK cells,Classical monocytes,C1QB,CD33,0.5427105,0.0,-0.051451635,0.5427195505595078,-15.332098,-0.03213112,,,
CD16+ NK cells,Classical monocytes,C1QB,LRP1,0.6454978,0.0,-0.06080436,0.6454960183954698,-16.373888,0.0660669,,,
CD16+ NK cells,Classical monocytes,C3,C5AR2,0.13589075,0.0,-0.007384367,0.1358901835778857,-24.284088,-0.0071643135,,,
CD16+ NK cells,Classical monocytes,C3,CD19,-0.08600778,1.0,0.0036620363,-0.08600763732405767,-30.1654,0.003646311,,,
CD16+ NK cells,Classical monocytes,C3,CD46,0.0059046196,0.19,-0.0009134849,0.00590523097156063,-25.48963,0.0025844087,,,
CD16+ NK cells,Classical monocytes,C3,CR1,0.1701637,0.0,-0.00909052,0.17015879449908347,-27.955082,-0.005917202,,,
CD16+ NK cells,Classical monocytes,C3,ITGAM,0.17821056,0.0,-0.009491103,0.17821722364233022,-25.107243,0.16930744,,,
CD16+ NK cells,Classical monocytes,C3,ITGAX,0.3925145,0.0,-0.020159436,0.3925067736926704,-23.78782,-0.037140865,,,
CD16+ NK cells,Classical monocytes,C3,ITGB2,0.19119082,0.0,-0.010137278,0.1911918892033615,-25.554647,0.0046778456,,,
CD16+ NK cells,Classical monocytes,C3,LRP1,0.6558002,0.0,-0.03326615,0.6557972456935568,-24.034227,0.08970733,,,
CD16+ NK cells,Classical monocytes,C3,NRP1,0.043527853,0.0,-0.0027864194,0.04353210753032105,-32.89976,-0.0011614461,,,
CD16+ NK cells,Classical monocytes,C4A,C5AR2,0.15385003,0.0,0.0032716722,0.15384948574657042,-inf,-0.0179759,1.0,,
CD16+ NK cells,Classical monocytes,C4A,CR1,0.18812299,0.0,0.00402759,0.1881180966677682,-inf,-0.014846786,1.0,,
CD16+ NK cells,Classical monocytes,C4A,NRP1,0.061487135,0.0,0.0012345338,0.061491409699005774,-inf,-0.0029141714,1.0,,
CD16+ NK cells,Classical monocytes,C4BPA,BMPR2,0.048152875,0.0,-0.0007457883,0.04815125176809934,-inf,0.5523233,,,
CD16+ NK cells,Classical monocytes,C4BPA,CD40,-0.038519163,1.0,0.00050314533,-0.03851979921151496,-inf,-0.0062301783,,,
CD16+ NK cells,Classical monocytes,C4BPA,LRP1,0.6646431,0.0,-0.009629338,0.6646395295260491,-inf,-0.27711383,,,
CD16+ NK cells,Classical monocytes,C5,C5AR1,0.7146215,0.0,-0.038860325,0.7146315491649913,-23.072884,-0.29614052,,,
CD16+ NK cells,Classical monocytes,C5,C5AR2,0.13499059,0.0,-0.007918475,0.13498953499028968,-23.70868,-0.034497347,,,
CD16+ NK cells,Classical monocytes,CD55,ADGRE5,-0.07751109,1.0,-0.056481026,-0.07751962228555113,-0.05245647,-0.03727052,,,
CD16+ NK cells,Classical monocytes,CD59,CD2,-0.33200288,1.0,-0.0019368302,-0.3319961769436687,-1.3180913,0.00030844918,,,
CD16+ NK cells,Classical monocytes,CFP,NCR1,-0.25165895,1.0,0.061857678,-0.25164237324057376,-3.6316228,-0.02572006,,,
CD16+ NK cells,Classical monocytes,FCN2,LRP1,0.66495055,0.0,-0.0088075325,0.6649468848404532,-inf,0.013620106,,,
CD16+ NK cells,Classical monocytes,HMGB1,THBD,0.43521523,0.0,0.17472662,0.4352133848149683,6.639472,0.4245506,1.0,,
CD16+ NK cells,Classical monocytes,HP,ITGAM,0.1647286,0.0,-0.019772759,0.16473608470810483,-4.187075,-0.29972368,,,
CD16+ NK cells,Classical monocytes,ICAM1,ITGAM,0.2303704,0.0,0.030287227,0.23036538037281282,1.2427294,-0.080580615,1.0,,
CD16+ NK cells,Classical monocytes,ICAM1,ITGAX,0.44467434,0.0,0.06433114,0.44465493042315296,2.5621517,0.017676918,1.0,,
CD16+ NK cells,Classical monocytes,ICAM2,ITGAM,0.26803792,0.0,0.059013367,0.2680437192627997,0.65326154,1.8231405,1.0,,
CD16+ NK cells,Classical monocytes,ICAM4,ITGAM,0.15130779,0.0,-0.030007781,0.15131712870972397,-4.5467505,0.071682155,,,
CD16+ NK cells,Classical monocytes,JAG1,CD46,0.029471379,0.0,0.0008163105,0.029468646794236705,-2.671806,-0.0008142098,1.0,,
CD16+ NK cells,Classical monocytes,MELTF,PLG,-0.004657847,0.72,2.1307897e-05,-0.004658123427770673,-inf,0.0046902904,,,
CD16+ NK cells,Classical monocytes,PF4,THBD,0.2285198,0.0,-0.05528401,0.2285136601994047,4.6159945,-0.010050212,,,
CD16+ NK cells,Classical monocytes,PLG,F2R,-0.11273115,1.0,-0.004743573,-0.11272206030522978,inf,-0.097990096,,,
CD16+ NK cells,Classical monocytes,PLG,F2RL1,0.05685517,0.0,0.0018277046,0.05685600422615565,inf,-0.22711352,1.0,,
CD16+ NK cells,Classical monocytes,PLG,F3,0.15581983,0.0,0.005662473,0.15582324541971576,inf,0.46471143,1.0,,
CD16+ NK cells,Classical monocytes,PLG,ITGA9,0.015789468,0.01,0.00023645537,0.015790917365053864,,-0.0007545827,1.0,,
CD16+ NK cells,Classical monocytes,PLG,ITGB1,-0.062425762,1.0,-0.002794296,-0.062421334677504166,inf,0.5441889,,,
CD16+ NK cells,Classical monocytes,PLG,PLGRKT,-0.08932334,1.0,-0.0038365466,-0.08932772377590084,inf,-0.078810096,,,
CD16+ NK cells,Classical monocytes,PROC,THBD,0.26130652,0.0,-0.018798962,0.2613036696884572,-39.956856,-0.0024725168,,,
CD16+ NK cells,Classical monocytes,PROS1,AXL,-0.008588933,0.9,-0.0008593048,-0.00858944145302087,-7.7466335,-0.00025261295,,,
CD16+ NK cells,Classical monocytes,PROS1,MERTK,0.070371255,0.0,-0.0070395507,0.07037097997131224,-0.4729271,-0.008095275,,,
CD16+ NK cells,Classical monocytes,RPS19,C5AR1,0.6182147,0.0,-0.31958407,0.6182248130936066,1.9431547,0.03929591,,,
CD16+ NK cells,Classical monocytes,SERPING1,LRP1,0.6210528,0.0,-0.12614536,0.6210434930793421,-5.2880564,0.041066226,,,
CD16+ NK cells,Classical monocytes,SERPING1,SELP,-0.074779764,1.0,0.005207628,-0.0747846163775936,-14.491109,0.0005256065,,,
CD16+ NK cells,Classical monocytes,SPON2,ITGAM,0.96482563,0.0,0.5904001,0.9648326743851909,2.4538403,0.8485432,1.0,,
CD16+ NK cells,Classical monocytes,VTN,ITGA5,0.17145698,0.0,0.0018518302,0.17145346048636292,-inf,0.041924246,1.0,,
CD16+ NK cells,Classical monocytes,VTN,ITGA8,-0.0024429746,0.49,-5.6933975e-05,-0.0024431418570370653,-inf,0.00060123636,,,
CD16+ NK cells,Classical monocytes,VTN,ITGAV,0.04308909,0.0,0.00044283597,0.04309078224196194,-inf,0.1382331,1.0,,
CD16+ NK cells,Classical monocytes,VTN,ITGB3,-0.0125075225,0.97,-0.00016740467,-0.01250679986750793,-inf,0.0017424582,,,
CD16+ NK cells,Classical monocytes,VTN,ITGB6,0.010246726,0.12,8.235097e-05,0.010246492551703611,,0.015919661,1.0,,
CD16+ NK cells,Classical monocytes,VTN,ITGB8,0.0509949,0.0,0.00052961183,0.05099999317118588,-inf,-0.0036185295,1.0,,
CD16+ NK cells,Classical monocytes,VTN,PLAUR,0.95075077,0.0,0.010405529,0.9507763472722411,-inf,-0.50618666,1.0,,
CD16+ NK cells,Classical monocytes,VTN,PVR,0.14553079,0.0,0.0015672586,0.145532918989988,-inf,0.2046534,1.0,,
CD16+ NK cells,DC2,ADGRE5,CD55,0.18508938,0.0,-0.03444617,0.18509620540789398,0.08260509,-0.022730228,,,
CD16+ NK cells,DC2,C1QA,CD33,1.1023002,0.0,-0.15154167,1.1023030399213278,-7.0974054,-0.066320285,,,
CD16+ NK cells,DC2,C1QA,CD93,0.11421023,0.0,-0.019691646,0.11421284901970258,-7.3583136,0.018464746,,,
CD16+ NK cells,DC2,C1QA,CSPG4,-0.03730452,1.0,0.0005263774,-0.03730236138851996,-inf,0.0011416739,,,
CD16+ NK cells,DC2,C1QB,CD33,1.1129122,0.0,-0.10333488,1.1129145522228767,-19.088705,-0.06453178,,,
CD16+ NK cells,DC2,C1QB,LRP1,0.10409104,0.0,-0.011541195,0.10409318458565238,-20.250362,0.01254007,,,
CD16+ NK cells,DC2,C3,C5AR2,-0.028486643,0.9,0.0007985578,-0.028486259217619887,-40.63143,0.00077476085,,,
CD16+ NK cells,DC2,C3,CD19,-0.084588856,1.0,0.0035914003,-0.08458854408746327,-30.292498,0.0035759783,,,
CD16+ NK cells,DC2,C3,CD46,-0.02569957,0.81,0.0006598136,-0.025699136294354358,-26.480116,-0.0018667282,,,
CD16+ NK cells,DC2,C3,CR1,-0.035519946,0.94,0.001148685,-0.03551967864604019,-36.36712,0.00074770214,,,
CD16+ NK cells,DC2,C3,ITGAM,-0.107257195,1.0,0.0047198604,-0.1072571956747085,-27.06932,-0.08419543,,,
CD16+ NK cells,DC2,C3,ITGAX,0.34125155,0.0,-0.0176075,0.34125200587515553,-26.484396,-0.032439288,,,
CD16+ NK cells,DC2,C3,ITGB2,0.25079164,0.0,-0.013104285,0.2507919720174429,-25.739613,0.006046971,,,
CD16+ NK cells,DC2,C3,LRP1,0.11439347,0.0,-0.006314204,0.11439441188373942,-27.910702,0.01702723,,,
CD16+ NK cells,DC2,C3,NRP1,0.044586293,0.0,-0.0028391099,0.04458660476691795,-59.297523,-0.0011834088,,,
CD16+ NK cells,DC2,C4A,C5AR2,-0.01052736,0.61,-0.00035380412,-0.010526957048935167,-inf,0.0019439439,,,
CD16+ NK cells,DC2,C4A,CR1,-0.017560665,0.76,-0.0005089293,-0.01756037647735547,-inf,0.0018760512,,,
CD16+ NK cells,DC2,C4A,NRP1,0.062545575,0.0,0.0012578786,0.06254590693560266,-inf,-0.002969278,1.0,,
CD16+ NK cells,DC2,C4BPA,BMPR2,0.036369007,0.06,-0.0005759842,0.036368879781971626,-inf,0.42656806,,,
CD16+ NK cells,DC2,C4BPA,CD40,-0.024574516,0.79,0.00030220466,-0.02457454609360849,-inf,-0.003742038,,,
CD16+ NK cells,DC2,C4BPA,LRP1,0.123236336,0.0,-0.0018277318,0.12323669571623165,-inf,-0.052598607,,,
CD16+ NK cells,DC2,C5,C5AR1,-0.062415857,1.0,0.0026194735,-0.06241599587575469,-26.452707,0.019962061,,,
CD16+ NK cells,DC2,C5,C5AR2,-0.029386811,0.93,0.0008563172,-0.029386907805215925,-40.05602,0.0037306012,,,
CD16+ NK cells,DC2,CD55,ADGRE5,-0.21057995,1.0,0.030676171,-0.21058582126711317,-0.81321925,0.020242495,,,
CD16+ NK cells,DC2,CD59,CD2,-0.2507152,1.0,-0.0014646811,-0.2507144900973973,-1.1203979,0.00023325726,,,
CD16+ NK cells,DC2,CFP,NCR1,-0.2530284,1.0,0.062652126,-0.2530144093853218,-3.6824393,-0.026050387,,,
CD16+ NK cells,DC2,FCN2,LRP1,0.123543784,0.0,-0.001671746,0.12354405103063573,-inf,0.0025852143,,,
CD16+ NK cells,DC2,HMGB1,THBD,0.5734148,0.0,0.2615244,0.5734172601892034,-7.3388295,0.6354518,1.0,,
CD16+ NK cells,DC2,HP,ITGAM,-0.12073915,1.0,0.009832857,-0.1207383346089339,-6.1491537,0.14905053,,,
CD16+ NK cells,DC2,ICAM1,ITGAM,-0.055097345,0.97,-0.01506163,-0.055109038944225905,-0.719349,0.040072188,,,
CD16+ NK cells,DC2,ICAM1,ITGAX,0.3934114,0.0,0.056187607,0.39340016260563815,-0.13442326,0.0154392375,1.0,,
CD16+ NK cells,DC2,ICAM2,ITGAM,-0.017429821,0.75,-0.029346943,-0.017430700054239023,-1.3088169,-0.9066352,,,
CD16+ NK cells,DC2,ICAM4,ITGAM,-0.13415995,1.0,0.014922664,-0.13415729060731474,-6.508829,-0.035647042,,,
CD16+ NK cells,DC2,JAG1,CD46,-0.0021328125,0.47,-0.0005896242,-0.002135720471678284,-3.6622922,0.0005881068,,,
CD16+ NK cells,DC2,MELTF,PLG,-0.0046579908,0.7,2.1309414e-05,-0.004658123427770517,-inf,0.0046906243,,,
CD16+ NK cells,DC2,PF4,THBD,0.36671934,0.0,-0.08274708,0.3667175355736398,-9.362308,-0.015042789,,,
CD16+ NK cells,DC2,PLG,F2R,-0.118222654,1.0,-0.0049563623,-0.11822033678080152,inf,-0.10238579,,,
CD16+ NK cells,DC2,PLG,F2RL1,0.0044333343,0.31,-0.00020358195,0.00443583013948611,inf,0.025297422,,,
CD16+ NK cells,DC2,PLG,F3,0.00435876,0.31,-0.00020647161,0.004361307068011068,inf,-0.016944844,,,
CD16+ NK cells,DC2,PLG,ITGA9,0.0029252018,0.15,-0.00026202036,0.0029277369560074817,,0.0008361664,,,
CD16+ NK cells,DC2,PLG,ITGB1,-0.100300044,1.0,-0.0042618816,-0.10029766722209794,inf,0.83000106,,,
CD16+ NK cells,DC2,PLG,PLGRKT,-0.049404424,0.99,-0.0022897338,-0.04940182927672431,inf,-0.047035567,,,
CD16+ NK cells,DC2,PROC,THBD,0.39950606,0.0,-0.0281376,0.39950754506269226,-53.935158,-0.0037007728,,,
CD16+ NK cells,DC2,PROS1,AXL,0.47664326,0.0,-0.038838625,0.47664588425124504,-16.64463,-0.011417532,,,
CD16+ NK cells,DC2,PROS1,MERTK,-0.041646305,1.0,0.0017281091,-0.04164605451340186,-32.73783,0.0019872743,,,
CD16+ NK cells,DC2,RPS19,C5AR1,-0.15882261,1.0,0.02154233,-0.15882273194713936,-1.4366704,-0.0026488348,,,
CD16+ NK cells,DC2,SERPING1,LRP1,0.07964606,0.0,-0.023943486,0.0796406592695247,-9.16453,0.0077947257,,,
CD16+ NK cells,DC2,SERPING1,SELP,-0.081638545,1.0,0.0065023666,-0.0816443301711556,-18.843395,0.0006562847,,,
CD16+ NK cells,DC2,SPON2,ITGAM,0.6793579,0.0,-0.2936019,0.6793582550681522,0.4917618,-0.42197475,,,
CD16+ NK cells,DC2,VTN,ITGA5,0.09685807,0.0,0.001033016,0.09685844138563747,-inf,0.02338682,1.0,,
CD16+ NK cells,DC2,VTN,ITGA8,-0.0024432475,0.27,-5.693697e-05,-0.002443141857036543,-inf,0.00060126797,,,
CD16+ NK cells,DC2,VTN,ITGAV,0.008164995,0.33,5.950143e-05,0.008165093393642275,-inf,0.01857362,1.0,,
CD16+ NK cells,DC2,VTN,ITGB3,-0.030340346,0.91,-0.00036314165,-0.030340254430371458,-inf,0.0037798176,,,
CD16+ NK cells,DC2,VTN,ITGB6,-0.0038738027,0.34,-7.263906e-05,-0.0038736777581887837,-inf,-0.014042205,,,
CD16+ NK cells,DC2,VTN,ITGB8,0.011963623,0.16,0.000101196,0.01196379016123983,-inf,-0.0006914133,1.0,,
CD16+ NK cells,DC2,VTN,PLAUR,0.5093314,0.0,0.005560414,0.509331191538415,-inf,-0.27049148,1.0,,
CD16+ NK cells,DC2,VTN,PVR,0.039064083,0.06,0.0003986566,0.03906410160554477,-inf,0.052056774,1.0,,
CD16+ NK cells,Late erythroid,ADGRE5,CD55,-0.18895866,1.0,-0.36899796,-0.18895229558613003,-0.48659593,-0.24349321,,,
CD16+ NK cells,Late erythroid,C1QA,CD33,-0.12908672,1.0,0.01277373,-0.1290845697200507,-10.421409,0.0055902605,,,
CD16+ NK cells,Late erythroid,C1QA,CD93,-0.107627414,1.0,0.009910216,-0.10762511606915662,-10.125176,-0.009292753,,,
CD16+ NK cells,Late erythroid,C1QA,CSPG4,-0.03730454,1.0,0.0005263798,-0.037302361388519965,-inf,0.001141679,,,
CD16+ NK cells,Late erythroid,C1QB,CD33,-0.118474655,1.0,0.008710289,-0.1184730574185017,-22.412708,0.0054395036,,,
CD16+ NK cells,Late erythroid,C1QB,LRP1,-0.1245898,1.0,0.009266714,-0.1245880940372091,-21.617943,-0.010068735,,,
CD16+ NK cells,Late erythroid,C3,C5AR2,0.0019386439,0.4,-0.00071605336,0.001939024401876089,-29.630941,-0.000694715,,,
CD16+ NK cells,Late erythroid,C3,CD19,-0.08953324,1.0,0.0038375384,-0.08953265837978265,-30.309708,0.0038210594,,,
CD16+ NK cells,Late erythroid,C3,CD46,-0.24940908,1.0,0.01179637,-0.24940926534930202,-26.78804,-0.033373997,,,
CD16+ NK cells,Late erythroid,C3,CR1,-0.068637885,1.0,0.0027973398,-0.06863734407687998,-34.306847,0.0018208447,,,
CD16+ NK cells,Late erythroid,C3,ITGAM,-0.1827683,1.0,0.008478903,-0.1827683280971318,-27.280828,-0.15125127,,,
CD16+ NK cells,Late erythroid,C3,ITGAX,-0.140908,1.0,0.0063950424,-0.14090853022232655,-28.219769,0.011781946,,,
CD16+ NK cells,Late erythroid,C3,ITGB2,-0.52318066,1.0,0.025425082,-0.5231782023123069,-26.895727,-0.0117324,,,
CD16+ NK cells,Late erythroid,C3,LRP1,-0.11428737,1.0,0.005069832,-0.11428686673912206,-29.278282,-0.013671587,,,
CD16+ NK cells,Late erythroid,C3,NRP1,-0.035296362,1.0,0.0011375546,-0.035296057237695314,-64.49231,0.00047415996,,,
CD16+ NK cells,Late erythroid,C4A,C5AR2,0.019897927,0.13,0.0003172502,0.01989832657056081,-inf,-0.0017431017,1.0,,
CD16+ NK cells,Late erythroid,C4A,CR1,-0.050678603,1.0,-0.0012393722,-0.05067804190819525,-inf,0.004568661,,,
CD16+ NK cells,Late erythroid,C4A,NRP1,-0.01733708,0.71,-0.00050399796,-0.01733675506901059,-inf,0.0011897094,,,
CD16+ NK cells,Late erythroid,C4BPA,BMPR2,-0.07643414,1.0,0.0010494957,-0.07643451416912127,-inf,-0.7772459,,,
CD16+ NK cells,Late erythroid,C4BPA,CD40,-0.10045079,1.0,0.0013955727,-0.10045118849597595,-inf,-0.017280627,,,
CD16+ NK cells,Late erythroid,C4BPA,LRP1,-0.105444506,1.0,0.0014675314,-0.10544458290662982,-inf,0.042232733,,,
CD16+ NK cells,Late erythroid,C5,C5AR1,-0.14467357,1.0,0.007010554,-0.1446727982535083,-26.910826,0.053424902,,,
CD16+ NK cells,Late erythroid,C5,C5AR2,0.0010384778,0.39,-0.00076784525,0.0010383758142800542,-29.05553,-0.0033451673,,,
CD16+ NK cells,Late erythroid,CD55,ADGRE5,-0.4914721,1.0,0.21465439,-0.49147927631579713,-1.4282907,0.14164546,,,
CD16+ NK cells,Late erythroid,CD59,CD2,-0.3465061,1.0,-0.0020210703,-0.3465055582926575,-1.3210831,0.0003218648,,,
CD16+ NK cells,Late erythroid,CFP,NCR1,-0.25112784,1.0,0.061549578,-0.2511138707538678,-3.4475904,-0.025591955,,,
CD16+ NK cells,Late erythroid,FCN2,LRP1,-0.10513706,1.0,0.0013422866,-0.10513722759222574,-inf,-0.002075733,,,
